Sessions,Bounce Rate,Page Views,content_length,month,mobile,tablet,(direct),goog,nkedin,t.co,spain,united states,log_Avg_Time_Page
0.0,0.0,1.0,1333,10,0,0,0,1,0,0,0,0,2.302585092994046
1.0,0.0,2.0,6335,11,1,0,0,0,1,0,0,0,4.465908118654584
1.0,0.0,3.0,3566,3,0,0,0,1,0,0,0,0,4.290459441148391
8.0,0.625,13.0,3799,11,1,0,0,1,0,0,0,0,6.1779441140506
9.0,0.7778,10.0,9307,5,0,0,0,0,1,0,1,0,3.367295829986474
1.0,0.0,2.0,11303,1,0,0,1,0,0,0,0,0,2.995732273553991
1.0,0.0,1.0,5943,3,0,0,0,0,0,0,0,0,2.302585092994046
1.0,1.0,1.0,2338,3,1,0,0,1,0,0,0,0,2.302585092994046
0.0,0.0,1.0,2514,10,0,0,0,0,0,0,0,0,2.302585092994046
6.0,1.0,7.0,6335,11,1,0,1,0,0,0,0,1,2.302585092994046
0.0,0.0,1.0,966,3,1,0,0,1,0,0,0,0,3.332204510175204
1.0,1.0,1.0,4885,2,0,0,0,1,0,0,0,0,2.302585092994046
1.0,0.0,1.0,2967,10,0,0,0,1,0,0,0,0,2.5649493574615367
1.0,1.0,10.0,2519,8,0,0,1,0,0,0,0,0,5.4116460518550396
1.0,1.0,1.0,6981,3,0,0,0,0,0,0,1,0,2.302585092994046
11.0,0.8181999999999999,13.0,12373,7,0,0,0,1,0,0,0,0,5.236441962829949
1.0,1.0,1.0,7954,10,1,0,1,0,0,0,1,0,2.302585092994046
0.0,0.0,3.0,1291,9,0,0,0,0,0,0,0,0,5.081404364984463
1.0,1.0,1.0,3799,11,0,1,0,1,0,0,0,0,2.302585092994046
2.0,1.0,2.0,427,11,0,0,1,0,0,0,0,0,2.302585092994046
0.0,0.0,1.0,5234,10,0,0,0,1,0,0,0,0,2.302585092994046
0.0,0.0,1.0,5078,7,1,0,0,0,0,0,1,0,2.3978952727983707
0.0,0.0,1.0,9675,2,0,0,0,1,0,0,0,1,2.302585092994046
2.0,1.0,2.0,21233,3,0,0,0,0,0,0,0,0,2.302585092994046
1.0,1.0,1.0,9243,4,0,0,1,0,0,0,0,0,2.302585092994046
1.0,0.0,1.0,16459,9,0,0,1,0,0,0,0,0,6.0330862217988015
1.0,1.0,1.0,4732,7,1,0,0,0,0,0,1,0,2.302585092994046
2.0,0.5,3.0,2514,10,1,0,1,0,0,0,0,0,4.219507705176107
0.0,0.0,2.0,2519,8,0,0,0,1,0,0,0,0,5.537334267018537
0.0,0.0,1.0,10375,3,0,0,0,0,0,0,1,0,4.787491742782046
1.0,0.0,1.0,4010,10,0,0,1,0,0,0,0,0,2.302585092994046
2.0,0.5,2.0,10705,12,1,0,1,0,0,0,1,0,3.4339872044851463
1.0,0.0,2.0,3054,1,0,0,0,1,0,0,0,0,4.418840607796598
0.0,0.0,3.0,6532,11,0,0,0,0,0,0,1,0,2.9444389791664403
1.0,1.0,1.0,6335,11,0,0,0,0,0,0,0,0,2.302585092994046
33.0,0.8787999999999999,37.0,6532,11,0,0,0,0,1,0,1,0,5.723585101952381
0.0,0.0,1.0,2761,2,0,0,0,0,0,0,0,1,3.1780538303479458
1.0,1.0,1.0,4550,2,1,0,0,1,0,0,0,1,2.302585092994046
3.0,1.0,3.0,2508,3,0,0,0,1,0,0,0,0,2.302585092994046
1.0,1.0,1.0,5546,7,0,0,0,0,0,0,0,0,2.302585092994046
1.0,0.0,1.0,4463,2,0,0,0,1,0,0,1,0,4.990432586778736
0.0,0.0,6.0,2519,8,1,0,0,1,0,0,0,0,3.7612001156935624
1.0,1.0,1.0,12373,7,0,0,0,0,0,1,0,0,2.302585092994046
1.0,1.0,1.0,8320,1,0,0,0,1,0,0,0,0,2.302585092994046
12.0,0.8332999999999999,13.0,27307,8,0,0,0,0,0,0,0,0,6.787844982309579
1.0,1.0,1.0,4936,11,0,0,0,0,0,0,1,0,2.302585092994046
0.0,0.0,3.0,4872,5,0,0,0,0,0,0,1,0,5.58724865840025
0.0,0.0,4.0,15966,6,0,0,0,1,0,0,0,0,3.1780538303479458
1.0,1.0,1.0,3919,7,1,0,0,1,0,0,0,0,2.302585092994046
0.0,0.0,1.0,3779,6,0,1,1,0,0,0,0,0,3.6635616461296463
3.0,0.6667000000000001,3.0,3903,10,0,0,0,1,0,0,0,0,3.044522437723423
1.0,1.0,1.0,10705,12,1,0,1,0,0,0,0,0,2.302585092994046
0.0,0.0,1.0,4822,4,0,0,0,0,0,1,0,0,2.4849066497880004
1.0,1.0,1.0,3799,11,1,0,1,0,0,0,0,0,2.302585092994046
0.0,0.0,1.0,1183,6,0,0,0,0,0,0,0,0,2.302585092994046
1.0,1.0,2.0,12373,7,1,0,1,0,0,0,0,0,2.8903717578961645
1.0,1.0,1.0,6532,11,1,0,1,0,0,0,0,0,2.302585092994046
1.0,1.0,1.0,16459,9,0,0,0,0,0,0,0,0,2.302585092994046
0.0,0.0,3.0,4885,2,0,0,0,1,0,0,1,0,3.1780538303479458
1.0,1.0,1.0,4550,2,1,0,0,0,0,0,0,0,2.302585092994046
193.0,0.9534,202.0,9243,4,0,0,0,1,0,0,0,1,6.169610732491456
1.0,1.0,1.0,2508,3,0,1,0,0,0,1,0,0,2.302585092994046
3.0,0.6667000000000001,3.0,5581,5,0,0,0,1,0,0,1,0,2.302585092994046
1.0,0.0,1.0,4377,12,1,0,1,0,0,0,0,0,5.062595033026967
0.0,0.0,3.0,12465,5,0,0,0,1,0,0,0,0,5.529429087511423
1.0,1.0,1.0,2338,3,0,0,0,1,0,0,0,1,2.302585092994046
0.0,0.0,1.0,3811,7,1,0,1,0,0,0,1,0,2.3978952727983707
6.0,1.0,6.0,15966,6,1,0,1,0,0,0,0,0,2.302585092994046
1.0,1.0,1.0,2508,3,1,0,0,0,1,0,0,0,2.302585092994046
1.0,1.0,1.0,427,11,1,0,0,0,0,1,0,0,2.302585092994046
0.0,0.0,1.0,3046,1,0,0,0,1,0,0,0,0,2.302585092994046
1.0,1.0,1.0,3862,5,1,0,0,1,0,0,0,0,2.302585092994046
1.0,1.0,1.0,2514,10,0,0,1,0,0,0,0,0,2.302585092994046
0.0,0.0,1.0,2519,8,0,0,0,0,0,1,0,0,4.882801922586371
1.0,1.0,1.0,2519,8,1,0,0,1,0,0,0,0,2.302585092994046
1.0,1.0,1.0,3052,5,1,0,0,1,0,0,1,0,2.302585092994046
1.0,1.0,1.0,8560,11,0,0,0,0,0,0,0,0,2.302585092994046
2.0,1.0,2.0,2514,10,0,0,1,0,0,0,0,0,2.302585092994046
0.0,0.0,1.0,6981,3,0,0,0,0,0,0,1,0,2.302585092994046
2.0,1.0,6.0,6532,11,0,0,0,1,0,0,1,0,4.770684624465665
1.0,0.0,2.0,3799,11,0,1,0,1,0,0,0,0,6.104793232414985
0.0,0.0,1.0,966,3,1,0,0,1,0,0,0,0,2.302585092994046
1.0,1.0,1.0,7954,10,1,0,1,0,0,0,0,0,2.302585092994046
1.0,1.0,1.0,6532,11,0,0,0,0,0,0,1,0,2.302585092994046
0.0,0.0,3.0,2519,8,0,0,0,0,0,1,0,0,4.174387269895637
8.0,0.75,16.0,4815,9,0,0,0,1,0,0,1,0,3.713572066704308
0.0,0.0,1.0,9842,6,0,0,0,1,0,0,0,0,2.5649493574615367
0.0,0.0,1.0,12373,7,0,0,1,0,0,0,0,0,2.70805020110221
1.0,1.0,1.0,12373,7,0,0,0,0,0,0,0,0,2.302585092994046
1.0,1.0,1.0,3744,1,1,0,0,0,0,1,0,0,2.302585092994046
1.0,1.0,1.0,2353,3,0,0,0,1,0,0,0,0,2.302585092994046
10.0,0.8,38.0,2519,8,0,0,1,0,0,0,1,0,4.6443908991413725
3.0,0.6667000000000001,5.0,12373,7,0,0,0,1,0,0,0,0,6.184148890937483
2.0,1.0,2.0,3094,5,0,0,0,1,0,0,0,0,2.302585092994046
1.0,1.0,1.0,3655,7,0,0,1,0,0,0,0,1,2.302585092994046
0.0,0.0,1.0,4550,2,0,0,0,1,0,0,0,0,2.302585092994046
3.0,1.0,3.0,5581,5,0,0,0,1,0,0,0,1,2.302585092994046
1.0,1.0,1.0,15966,6,1,0,0,0,0,0,1,0,2.302585092994046
3.0,1.0,3.0,3862,5,0,0,0,1,0,0,0,0,2.302585092994046
13.0,0.9231,15.0,3903,10,1,0,0,1,0,0,1,0,3.6888794541139363
1.0,1.0,1.0,4815,9,0,0,0,0,0,1,0,0,2.302585092994046
1.0,1.0,1.0,4603,12,0,0,0,1,0,0,0,0,2.302585092994046
0.0,0.0,2.0,5902,9,1,0,0,0,0,0,0,0,6.111467339502679
3.0,0.0,4.0,10139,9,0,0,0,1,0,0,0,0,4.574710978503383
1.0,0.0,2.0,12373,7,1,0,0,1,0,0,0,0,6.542471960506805
2.0,1.0,2.0,7954,10,0,0,1,0,0,0,1,0,2.302585092994046
1.0,1.0,1.0,3862,5,0,0,0,1,0,0,0,0,2.302585092994046
1.0,1.0,1.0,12373,7,0,0,1,0,0,0,0,0,2.302585092994046
0.0,0.0,1.0,6537,9,0,0,0,1,0,0,0,0,2.4849066497880004
1.0,1.0,2.0,9307,5,0,0,1,0,0,0,1,0,2.302585092994046
1.0,1.0,1.0,5056,6,0,0,1,0,0,0,0,0,2.302585092994046
6.0,0.3333,8.0,6335,11,0,0,0,0,0,0,1,0,4.7535901911063645
0.0,0.0,1.0,10375,3,0,0,0,1,0,0,0,0,2.995732273553991
0.0,0.0,1.0,3655,7,0,0,0,1,0,0,0,0,3.4965075614664802
7.0,1.0,7.0,11303,1,1,0,0,0,0,1,1,0,2.302585092994046
1.0,1.0,1.0,1183,6,0,0,1,0,0,0,0,0,2.302585092994046
1.0,1.0,1.0,6995,9,0,0,0,1,0,0,0,0,2.302585092994046
1.0,1.0,1.0,10575,3,0,0,0,0,0,0,0,1,2.302585092994046
0.0,0.0,1.0,4658,12,1,0,0,1,0,0,0,0,3.970291913552122
2.0,0.5,3.0,27307,8,0,1,0,0,0,0,0,0,6.9782137426306985
1.0,0.0,1.0,4377,12,0,1,0,0,0,0,0,0,5.389071729816501
0.0,0.0,1.0,15478,1,1,0,0,0,0,0,0,0,2.302585092994046
0.0,0.0,1.0,7007,12,0,0,0,1,0,0,0,0,2.302585092994046
1.0,1.0,1.0,2338,3,1,0,1,0,0,0,0,0,2.302585092994046
1.0,1.0,1.0,3094,5,0,0,0,0,0,0,0,0,2.302585092994046
0.0,0.0,6.0,2508,3,0,0,0,1,0,0,0,0,6.9167150203536085
6.0,0.8332999999999999,8.0,3372,9,0,0,0,1,0,0,0,0,5.225746673713202
4.0,1.0,4.0,2514,10,0,0,1,0,0,0,0,0,2.302585092994046
1.0,1.0,1.0,5943,3,0,0,1,0,0,0,0,0,2.302585092994046
2.0,0.5,2.0,4822,4,0,0,0,1,0,0,0,0,2.4849066497880004
0.0,0.0,1.0,427,11,0,0,0,0,1,0,1,0,3.4965075614664802
1.0,1.0,1.0,3779,6,0,0,0,1,0,0,0,0,2.302585092994046
2.0,1.0,8.0,2514,10,0,0,1,0,0,0,0,0,5.521460917862246
0.0,0.0,1.0,9307,5,1,0,1,0,0,0,0,0,2.302585092994046
1.0,0.0,2.0,4463,2,0,0,0,1,0,0,0,0,6.077642243349034
4.0,1.0,4.0,27307,8,0,0,0,0,0,0,0,0,2.302585092994046
1.0,1.0,1.0,4550,2,0,0,0,1,0,0,0,0,2.302585092994046
1.0,1.0,1.0,6335,11,1,0,1,0,0,0,0,0,2.302585092994046
1.0,1.0,1.0,4603,12,0,1,0,0,1,0,0,0,2.302585092994046
0.0,0.0,1.0,4936,11,0,0,0,0,0,1,0,0,2.302585092994046
4.0,1.0,4.0,2508,3,1,0,0,1,0,0,0,0,2.302585092994046
2.0,1.0,2.0,9190,4,0,1,0,0,0,0,1,0,2.302585092994046
1.0,1.0,1.0,4169,12,0,0,0,0,0,0,0,0,2.302585092994046
0.0,0.0,1.0,3511,4,0,0,0,0,1,0,0,0,4.356708826689592
0.0,0.0,1.0,2915,1,0,0,0,0,1,0,0,0,2.302585092994046
1.0,1.0,1.0,12373,7,0,0,0,1,0,0,0,0,2.302585092994046
3.0,0.6667000000000001,5.0,5902,9,1,0,0,1,0,0,0,0,7.501082124259871
3.0,1.0,4.0,7007,12,0,0,0,1,0,0,0,0,3.5553480614894135
2.0,0.0,3.0,12373,7,0,0,0,0,0,1,0,0,6.1463292576688975
0.0,0.0,3.0,2519,8,0,0,1,0,0,0,0,0,4.406719247264253
0.0,0.0,1.0,2915,1,0,0,0,1,0,0,0,0,2.302585092994046
0.0,0.0,1.0,4603,12,0,0,0,0,1,0,1,0,5.71042701737487
1.0,1.0,1.0,3566,3,1,0,0,0,0,1,0,0,2.302585092994046
1.0,0.0,1.0,5234,10,0,0,0,0,1,0,0,0,2.5649493574615367
3.0,0.6667000000000001,4.0,4010,10,0,0,0,1,0,0,0,0,5.3230099791384085
3.0,1.0,3.0,4603,12,1,0,0,0,0,1,0,0,2.302585092994046
1.0,1.0,1.0,2514,10,0,0,0,0,1,0,0,0,2.302585092994046
1.0,1.0,1.0,3799,11,0,0,0,1,0,0,0,0,2.302585092994046
3.0,0.6667000000000001,4.0,3903,10,0,0,0,1,0,0,0,0,4.276666119016055
2.0,1.0,2.0,3779,6,0,0,1,0,0,0,0,0,2.302585092994046
0.0,0.0,1.0,6537,9,0,0,0,0,0,0,0,0,2.302585092994046
3.0,1.0,21.0,9842,6,0,0,0,1,0,0,1,0,4.330733340286331
0.0,0.0,1.0,3477,1,1,0,0,1,0,0,0,1,2.302585092994046
0.0,0.0,1.0,5090,2,0,0,0,1,0,0,0,0,3.091042453358316
2.0,1.0,2.0,6532,11,0,0,0,0,1,0,0,0,2.302585092994046
1.0,1.0,1.0,427,11,1,0,1,0,0,0,0,0,2.302585092994046
1.0,1.0,1.0,7007,12,0,0,0,0,0,0,0,0,2.302585092994046
7.0,1.0,25.0,2967,10,0,0,1,0,0,0,0,1,3.332204510175204
0.0,0.0,1.0,6537,9,0,1,0,1,0,0,1,0,5.0238805208462765
0.0,0.0,2.0,1813,4,0,0,0,0,0,0,1,0,5.0689042022202315
0.0,0.0,1.0,12373,7,1,0,0,1,0,0,0,0,2.302585092994046
2.0,1.0,2.0,4822,4,0,0,0,0,0,0,0,0,2.302585092994046
1.0,1.0,1.0,12373,7,0,0,1,0,0,0,0,0,2.302585092994046
2.0,0.0,17.0,6335,11,0,0,0,0,0,0,0,0,4.820281565605037
0.0,0.0,1.0,16459,9,1,0,1,0,0,0,1,0,4.290459441148391
1.0,1.0,1.0,3477,1,0,0,0,1,0,0,0,0,2.302585092994046
2.0,0.5,2.0,10575,3,0,0,1,0,0,0,0,0,3.332204510175204
2.0,1.0,2.0,3094,5,0,0,1,0,0,0,0,1,2.302585092994046
9.0,0.8889,10.0,21233,3,0,0,0,1,0,0,0,0,5.568344503761097
1.0,0.0,3.0,4936,11,1,0,1,0,0,0,0,1,3.912023005428146
21.0,0.9048,23.0,3811,7,0,0,0,1,0,0,0,0,5.575949103146316
1.0,1.0,1.0,6430,9,0,0,0,1,0,0,0,0,2.302585092994046
0.0,0.0,1.0,966,3,0,0,0,1,0,0,0,0,3.091042453358316
2.0,1.0,2.0,3968,8,1,0,1,0,0,0,0,0,2.302585092994046
1.0,1.0,1.0,4815,9,0,0,0,0,0,0,1,0,2.302585092994046
1.0,1.0,1.0,6532,11,1,0,0,1,0,0,0,0,2.302585092994046
4.0,0.75,6.0,5234,10,0,0,1,0,0,0,1,0,3.9512437185814275
2.0,1.0,2.0,2508,3,0,0,1,0,0,0,0,0,2.302585092994046
1.0,1.0,2.0,966,3,0,0,0,1,0,0,0,0,3.4657359027997265
2.0,0.5,2.0,7954,10,0,1,0,1,0,0,0,1,2.8903717578961645
0.0,0.0,1.0,10375,3,0,0,0,1,0,0,0,0,5.14166355650266
1.0,1.0,2.0,15478,1,0,0,0,0,1,0,0,0,7.280008252884188
1.0,0.0,1.0,2915,1,0,0,0,0,0,0,0,0,2.3978952727983707
0.0,0.0,2.0,2519,8,0,0,0,0,0,1,0,0,3.713572066704308
2.0,1.0,2.0,2508,3,0,0,0,1,0,0,0,0,2.302585092994046
0.0,0.0,1.0,15966,6,0,0,0,0,0,1,0,0,6.520621127558696
7.0,0.8571,8.0,3470,10,0,0,0,1,0,0,0,0,7.284820912568604
3.0,1.0,3.0,4463,2,0,0,1,0,0,0,0,0,2.302585092994046
2.0,0.5,3.0,10681,3,1,0,1,0,0,0,0,0,4.3694478524670215
0.0,0.0,1.0,9842,6,0,0,0,1,0,0,0,0,4.736198448394496
6.0,1.0,7.0,1291,9,1,0,0,0,0,1,1,0,3.58351893845611
3.0,1.0,3.0,686,12,1,0,0,0,0,1,0,0,2.302585092994046
0.0,0.0,1.0,4936,11,0,0,0,1,0,0,0,0,2.302585092994046
0.0,0.0,1.0,3811,7,0,0,0,1,0,0,0,0,2.302585092994046
2.0,0.0,3.0,3046,1,0,0,0,1,0,0,0,0,3.784189633918261
1.0,1.0,1.0,6532,11,0,0,0,0,0,0,0,0,2.302585092994046
1.0,1.0,1.0,4550,2,0,0,0,1,0,0,0,0,2.302585092994046
1.0,1.0,1.0,3903,10,0,0,0,0,0,0,1,0,2.302585092994046
1.0,1.0,1.0,6261,2,0,0,0,1,0,0,0,0,2.302585092994046
2.0,1.0,2.0,1676,12,0,0,0,0,0,0,0,0,2.302585092994046
3.0,1.0,3.0,2761,2,1,0,0,0,1,0,0,0,2.302585092994046
1.0,0.0,1.0,4550,2,0,0,0,1,0,0,0,0,6.499787040655854
1.0,1.0,1.0,3903,10,0,0,1,0,0,0,0,0,2.302585092994046
1.0,1.0,1.0,4732,7,0,0,0,1,0,0,0,0,2.302585092994046
3.0,1.0,3.0,8320,1,1,0,0,1,0,0,0,0,2.302585092994046
2.0,0.5,2.0,3862,5,0,0,0,1,0,0,0,0,6.236369590203704
1.0,1.0,1.0,6532,11,1,0,0,0,1,0,0,0,2.302585092994046
2.0,0.5,2.0,21233,3,0,0,1,0,0,0,0,0,4.990432586778736
1.0,1.0,1.0,10375,3,1,0,0,0,0,0,0,0,2.302585092994046
2.0,1.0,2.0,4550,2,0,0,0,1,0,0,0,0,2.302585092994046
0.0,0.0,3.0,4822,4,0,0,0,1,0,0,1,0,2.302585092994046
1.0,1.0,1.0,3094,5,0,0,1,0,0,0,0,0,2.302585092994046
1.0,1.0,1.0,21233,3,0,0,0,0,0,0,1,0,2.302585092994046
0.0,0.0,1.0,2508,3,0,0,0,0,0,0,0,0,3.784189633918261
1.0,0.0,3.0,3372,9,1,0,0,0,1,0,1,0,4.624972813284271
6.0,0.8332999999999999,11.0,1676,12,0,0,0,1,0,0,1,0,4.762173934797756
0.0,0.0,1.0,11303,1,0,0,0,0,0,0,0,0,3.2188758248682006
8.0,0.625,10.0,3094,5,1,0,0,1,0,0,0,0,5.703782474656201
1.0,1.0,1.0,3811,7,0,0,0,1,0,0,0,0,2.302585092994046
0.0,0.0,1.0,9307,5,0,0,1,0,0,0,0,0,3.1354942159291497
1.0,1.0,1.0,6335,11,0,0,1,0,0,0,0,0,2.302585092994046
1.0,1.0,1.0,2338,3,0,0,0,1,0,0,0,0,2.302585092994046
2.0,1.0,3.0,3477,1,1,0,1,0,0,0,1,0,2.302585092994046
0.0,0.0,2.0,10575,3,0,0,0,1,0,0,0,1,3.2188758248682006
1.0,1.0,1.0,6981,3,1,0,0,0,1,0,0,0,2.302585092994046
1.0,0.0,9.0,9675,2,0,0,0,0,0,0,1,0,5.877735781779639
1.0,1.0,1.0,2967,10,1,0,1,0,0,0,0,0,2.302585092994046
1.0,0.0,1.0,2519,8,0,0,0,0,0,0,1,0,4.6443908991413725
1.0,0.0,3.0,5902,9,0,0,0,0,0,0,1,0,5.638354669333745
0.0,0.0,1.0,427,11,0,0,1,0,0,0,0,0,6.734591659972948
0.0,0.0,1.0,686,12,0,0,1,0,0,0,0,0,2.4849066497880004
0.0,0.0,1.0,2761,2,0,0,0,1,0,0,0,0,2.302585092994046
0.0,0.0,1.0,5234,10,0,0,0,1,0,0,0,0,2.302585092994046
3.0,1.0,3.0,4326,10,0,0,0,1,0,0,0,0,2.302585092994046
0.0,0.0,1.0,3566,3,0,0,0,0,0,0,0,1,3.258096538021482
1.0,1.0,1.0,6532,11,1,0,0,0,0,1,0,0,2.302585092994046
1.0,1.0,1.0,21233,3,0,0,0,1,0,0,0,0,2.302585092994046
1.0,1.0,1.0,9842,6,1,0,1,0,0,0,0,0,2.302585092994046
1.0,1.0,1.0,9190,4,1,0,0,1,0,0,0,0,2.302585092994046
2.0,1.0,2.0,3903,10,0,0,0,1,0,0,0,0,2.302585092994046
0.0,0.0,2.0,7007,12,0,0,0,0,0,0,1,0,2.302585092994046
0.0,0.0,1.0,4872,5,0,0,0,0,0,0,1,0,3.58351893845611
1.0,1.0,1.0,2508,3,1,0,0,0,1,0,0,0,2.302585092994046
0.0,0.0,2.0,4603,12,1,0,1,0,0,0,0,1,4.59511985013459
1.0,1.0,2.0,9447,3,0,0,0,1,0,0,0,0,4.836281906951478
0.0,0.0,2.0,3470,10,0,0,0,1,0,0,0,0,3.044522437723423
1.0,0.0,1.0,1333,10,1,0,0,1,0,0,0,0,4.605170185988092
1.0,1.0,1.0,4732,7,0,0,0,0,0,0,0,0,2.302585092994046
3.0,0.3333,6.0,12373,7,1,0,0,1,0,0,0,0,4.700480365792417
7.0,1.0,11.0,5902,9,0,0,0,1,0,0,0,0,2.4849066497880004
0.0,0.0,1.0,3779,6,0,0,0,1,0,0,0,0,2.302585092994046
1.0,1.0,1.0,6995,9,0,0,1,0,0,0,0,0,2.302585092994046
2.0,1.0,2.0,3470,10,0,0,1,0,0,0,0,0,2.302585092994046
0.0,0.0,1.0,4463,2,0,0,0,1,0,0,0,0,2.302585092994046
1.0,1.0,1.0,3477,1,0,0,1,0,0,0,0,0,2.302585092994046
8.0,0.875,11.0,3968,8,1,0,1,0,0,0,1,0,4.624972813284271
1.0,1.0,1.0,10575,3,0,1,0,1,0,0,1,0,2.302585092994046
49.0,0.9184,51.0,3799,11,0,0,0,1,0,0,0,0,6.945051063725834
1.0,1.0,1.0,15966,6,0,0,0,1,0,0,0,0,2.302585092994046
0.0,0.0,3.0,2514,10,0,0,0,1,0,0,0,0,2.772588722239781
1.0,1.0,1.0,5581,5,0,0,0,1,0,0,0,0,2.302585092994046
0.0,0.0,1.0,6261,2,0,0,1,0,0,0,0,0,3.7376696182833684
5.0,0.6,7.0,14374,5,0,0,0,1,0,0,0,0,5.872117789475416
1.0,1.0,1.0,7954,10,0,0,1,0,0,0,0,1,2.302585092994046
0.0,0.0,1.0,3779,6,1,0,0,0,0,0,0,1,5.424950017481403
1.0,1.0,1.0,27307,8,0,0,0,0,0,0,0,0,2.302585092994046
1.0,1.0,1.0,3799,11,1,0,1,0,0,0,0,0,2.302585092994046
1.0,1.0,3.0,4936,11,0,0,1,0,0,0,0,0,3.7612001156935624
6.0,1.0,7.0,6532,11,0,0,0,1,0,0,0,0,2.302585092994046
1.0,1.0,1.0,15478,1,1,0,1,0,0,0,0,0,2.302585092994046
3.0,1.0,3.0,5234,10,1,0,0,0,0,1,1,0,2.302585092994046
0.0,0.0,2.0,4822,4,0,1,0,1,0,0,0,0,7.241366283322318
1.0,1.0,1.0,2915,1,0,0,0,1,0,0,0,0,2.302585092994046
0.0,0.0,1.0,3968,8,1,0,0,1,0,0,0,0,5.2832037287379885
2.0,0.5,3.0,27307,8,0,0,0,1,0,0,0,0,3.7612001156935624
4.0,0.75,6.0,2761,2,0,0,0,1,0,0,1,0,3.2188758248682006
2.0,0.5,5.0,3372,9,0,1,1,0,0,0,1,0,3.6635616461296463
3.0,0.6667000000000001,5.0,3372,9,0,0,0,1,0,0,0,0,6.602587892189336
1.0,1.0,1.0,3046,1,0,0,0,1,0,0,0,0,2.302585092994046
4.0,0.75,5.0,1676,12,0,1,0,1,0,0,0,0,4.2626798770413155
1.0,1.0,1.0,27307,8,1,0,0,0,1,0,0,0,2.302585092994046
0.0,0.0,2.0,7954,10,0,0,0,0,0,0,1,0,3.332204510175204
0.0,0.0,1.0,1183,6,0,0,0,0,0,0,1,0,2.302585092994046
0.0,0.0,2.0,10139,9,0,0,0,0,0,0,0,0,3.4965075614664802
1.0,1.0,1.0,3968,8,0,1,0,1,0,0,0,0,2.302585092994046
5.0,0.6,7.0,9190,4,0,0,0,0,0,0,1,0,5.204006687076795
5.0,0.6,6.0,4550,2,0,0,0,0,0,0,1,0,5.1298987149230735
3.0,1.0,3.0,21233,3,1,0,0,1,0,0,0,0,2.302585092994046
0.0,0.0,3.0,2514,10,1,0,0,0,0,0,1,0,4.189654742026425
0.0,0.0,1.0,1333,10,0,0,1,0,0,0,0,0,3.1354942159291497
1.0,1.0,1.0,9243,4,1,0,1,0,0,0,0,0,2.302585092994046
1.0,1.0,1.0,2508,3,0,0,0,0,0,0,0,0,2.302585092994046
1.0,1.0,1.0,9675,2,0,1,0,0,1,0,0,0,2.302585092994046
19.0,0.8421,22.0,4010,10,0,0,0,1,0,0,0,0,6.238324625039508
3.0,1.0,5.0,3968,8,0,0,0,1,0,0,0,0,2.302585092994046
1.0,1.0,1.0,9447,3,0,1,0,1,0,0,1,0,2.302585092994046
1.0,1.0,1.0,6430,9,0,0,0,1,0,0,0,0,2.302585092994046
2.0,0.5,2.0,3372,9,0,0,1,0,0,0,0,0,4.804021044733257
2.0,1.0,2.0,21233,3,0,0,0,1,0,0,0,0,2.302585092994046
8.0,0.875,9.0,4815,9,0,0,0,1,0,0,0,0,5.075173815233827
1.0,1.0,1.0,6335,11,0,0,0,0,0,0,1,0,2.302585092994046
1.0,1.0,1.0,14374,5,1,0,0,1,0,0,0,0,2.302585092994046
17.0,1.0,24.0,2514,10,0,0,1,0,0,0,0,1,5.966146739123692
2.0,0.5,3.0,15478,1,0,0,0,0,0,0,0,0,7.017506142941256
0.0,0.0,2.0,3744,1,0,0,1,0,0,0,0,0,2.4849066497880004
20.0,0.25,41.0,1183,6,0,0,0,0,0,1,1,0,4.2626798770413155
1.0,1.0,1.0,4603,12,1,0,1,0,0,0,0,0,2.302585092994046
18.0,0.9444,18.0,2508,3,0,0,0,0,1,0,1,0,5.5254529391317835
8.0,0.875,9.0,3903,10,0,0,0,1,0,0,0,0,2.995732273553991
2.0,1.0,2.0,3862,5,1,0,0,1,0,0,0,0,2.302585092994046
1.0,1.0,1.0,4936,11,1,0,0,0,0,0,0,1,2.302585092994046
0.0,0.0,1.0,12373,7,0,0,0,0,0,0,1,0,2.302585092994046
17.0,0.9412,19.0,21233,3,1,0,0,1,0,0,0,1,4.1588830833596715
1.0,0.0,1.0,427,11,1,0,1,0,0,0,0,0,3.58351893845611
2.0,1.0,2.0,1183,6,1,0,1,0,0,0,0,0,2.302585092994046
1.0,1.0,1.0,4010,10,0,0,0,1,0,0,0,0,2.302585092994046
0.0,0.0,3.0,6325,12,0,0,0,1,0,0,1,0,3.1780538303479458
1.0,1.0,1.0,12373,7,0,1,0,0,0,0,1,0,2.302585092994046
1.0,1.0,1.0,12373,7,1,0,0,0,0,1,0,0,2.302585092994046
0.0,0.0,1.0,21233,3,1,0,0,1,0,0,0,1,2.302585092994046
13.0,0.9231,14.0,9243,4,1,0,0,1,0,0,0,0,3.9889840465642745
0.0,0.0,1.0,2514,10,0,0,0,1,0,0,0,0,2.302585092994046
1.0,1.0,1.0,6430,9,1,0,0,0,0,0,1,0,2.302585092994046
2.0,1.0,2.0,2338,3,1,0,0,1,0,0,0,1,2.302585092994046
1.0,0.0,1.0,4815,9,0,0,0,0,0,0,1,0,3.295836866004329
1.0,0.0,2.0,3470,10,1,0,0,1,0,0,0,0,4.897839799950911
